scenario_id,expected_result,actual_results,repetitions,expectation_mismatches,false_allows,false_denials,median_tool_calls_completed,median_retries_attempted,median_request_latency_ms,min_request_latency_ms,max_request_latency_ms
S12,rate_limited,allow,1,1,0,0,6,0,722.15345,646.1946,1251.0756
